"country","metro_area_name","year","month","n_users","pct_is_hired_1mo","pct_is_unemployed","pct_job_offer","pct_job_search","pct_lost_job_1mo","pct_is_hired_1mo_male","pct_is_unemployed_male","pct_job_offer_male","pct_job_search_male","pct_lost_job_1mo_male","pct_is_hired_1mo_female","pct_is_unemployed_female","pct_job_offer_female","pct_job_search_female","pct_lost_job_1mo_female"
"Mexico","Guadalajara",2013,2,32202,0.161480653375567,0.257747965964847,0.245326377243649,0.0527917520650891,0.00310539718029936,0.176332288401254,0.225313479623824,0.127351097178683,0.0783699059561128,0,0.168586681652149,0.266928912615903,0.168586681652149,0.0983422309637539,0
"Mexico","Guadalajara",2013,3,32935,0.133596477911037,0.20646728404433,0.236830119933202,0.0516168210110824,0.015181417944436,0.133843212237094,0.219885277246654,0.0573613766730402,0.0478011472275335,0.00956022944550669,0.164428610578241,0.164428610578241,0.0959166895039737,0.0959166895039737,0
"Mexico","Guadalajara",2013,4,32972,0.142545189858061,0.275991750576247,0.269925997816329,0.0879534150188038,0.02426301103967,0.134112462879586,0.220327617587892,0.0766356930740492,0.0670562314397931,0.0191589232685123,0.138523341182989,0.249342014129381,0.138523341182989,0.0969663388280925,0
"Mexico","Guadalajara",2013,5,33735,0.106714095153402,0.248999555357937,0.216392470727731,0.0741070105231955,0.0148214021046391,0.0935979034069637,0.20591538749532,0.140396855110446,0.0655185323848746,0.0280793710220891,0.125052105043768,0.305682923440322,0.125052105043768,0.0694733916909824,0.0138946783381965
"Mexico","Guadalajara",2013,6,33705,0.160213618157543,0.278890372348316,0.213618157543391,0.0712060525144637,0.00593383770953864,0.184412307095021,0.320295059691352,0.0873531980976415,0.0776472871979035,0,0.113346557098328,0.297534712383111,0.127514876735619,0.0566732785491641,0
"Mexico","Guadalajara",2013,7,32898,0.173262812329017,0.221897987719618,0.297890449267433,0.0668733661620767,0.00911909538573773,0.187321305333728,0.266193433895297,0.187321305333728,0.0591540964211772,0.0197180321403924,0.156695156695157,0.227920227920228,0.0854700854700855,0.0997150997150997,0
"Mexico","Guadalajara",2013,8,33002,0.172716805042119,0.239379431549603,0.281801102963457,0.0909035816011151,0.00606023877340767,0.126668615414596,0.165643574003703,0.175387313650979,0.0682061775309364,0.0194874792945532,0.158159597411934,0.316319194823868,0.0718907260963336,0.143781452192667,0
"Mexico","Guadalajara",2013,9,34129,0.11427231972809,0.210964282574936,0.249055055817633,0.058601189604149,0.00879017844062235,0.0943129303027445,0.16976327454494,0.0848816372724701,0.0754503442421956,0,0.139275766016713,0.32033426183844,0.0557103064066852,0.0417827298050139,0.0417827298050139
"Mexico","Guadalajara",2013,10,33901,0.103241792277514,0.209433350048671,0.292026783870682,0.0855431993156544,0.011799061974573,0.0662376987130961,0.179788039364118,0.151400454201363,0.0851627554882665,0.0189250567751703,0.112898673440587,0.239909681061248,0.0987863392605137,0.12701100762066,0.0141123341800734
"Mexico","Guadalajara",2013,11,33009,0.0908843042806507,0.148444363658396,0.227210760701627,0.0605895361871005,0.00605895361871005,0.107432366442035,0.136732102744409,0.117198945209493,0.0683660513722043,0.0195331575349155,0.102324221605029,0.321590410758661,0.0730887297178775,0.102324221605029,0
"Mexico","Guadalajara",2013,12,32710,0.0886579027820238,0.149801284011006,0.189544481809844,0.0336288596759401,0.0122286762457964,0.0484777971688966,0.126042272639131,0.0678689160364553,0.029086678301338,0,0.120264582080577,0.21046301864101,0.090198436560433,0.0150330727600722,0.0150330727600722
"Mexico","Guadalajara",2014,1,33419,0.128669319847991,0.224423232293007,0.278284808043329,0.0718154343337622,0.00299230976390676,0.125156445556946,0.192548377779917,0.105901607778954,0.0481370944449793,0,0.147058823529412,0.220588235294118,0.132352941176471,0.102941176470588,0
"Mexico","Guadalajara",2014,2,32643,0.107220537328064,0.15010875225929,0.248138957816377,0.0490151027785436,0.00306344392365898,0.0987069390978186,0.148060408646728,0.0592241634586911,0.0394827756391274,0.00987069390978186,0.215086802888309,0.153633430634506,0.122906744507605,0.076816715317253,0
"Mexico","Guadalajara",2014,3,34434,0.087123192193762,0.151013533135854,0.302027066271708,0.043561596096881,0.0087123192193762,0.0467071461933676,0.149462867818776,0.0934142923867352,0.018682858477347,0.00934142923867352,0.0727907992429757,0.131023438637356,0.0582326393943806,0.0727907992429757,0
"Mexico","Guadalajara",2014,4,34562,0.0520803194259591,0.133094149644118,0.280655054684335,0.0434002661882993,0.0057867021584399,0.0368799557440531,0.110639867232159,0.0460999446800664,0.0276599668080398,0,0.101758976595435,0.218054949847362,0.174443959877889,0.0581479866259631,0.0290739933129815
"Mexico","Guadalajara",2014,5,34575,0.0838756326825741,0.161966738973247,0.263195950831526,0.0491684743311641,0,0.0739781764379508,0.12021453671167,0.0924727205474385,0.0462363602737193,0,0.0590057530609234,0.17701725918277,0.118011506121847,0.0442543147956926,0
"Mexico","Guadalajara",2014,6,35672,0.0728862973760933,0.171002466920834,0.257905359946176,0.0644763399865441,0.00560663825969948,0.0798226164079823,0.0975609756097561,0.11529933481153,0.0798226164079823,0.00886917960088692,0.0877834674469642,0.190197512801756,0.0877834674469642,0.0731528895391368,0.0146305779078274
"Mexico","Guadalajara",2014,7,34722,0.080640516099303,0.149760958470134,0.279361787915443,0.0403202580496515,0.0086400552963539,0.0560642870491497,0.112128574098299,0.0934404784152495,0.0186880956830499,0.0186880956830499,0.117855038302887,0.147318797878609,0.0736593989393047,0.0589275191514437,0
"Mexico","Guadalajara",2014,8,34131,0.111335735841317,0.105475960270722,0.298848554100378,0.0146494389264891,0.00292988778529782,0.0957854406130268,0.114942528735632,0.0766283524904215,0,0.00957854406130268,0.106076678284589,0.0909228671010759,0.0909228671010759,0.045461433550538,0
"Mexico","Guadalajara",2014,9,33821,0.0798320570060022,0.115312971230892,0.242452913870081,0.0325241713728157,0.00591348570414831,0.0289771080846132,0.0772722882256351,0.0676132521974307,0.00965903602820439,0.00965903602820439,0.170305000774114,0.123858182381174,0.13934045517882,0.0619290911905868,0
"Mexico","Guadalajara",2014,10,33890,0.0501622897609914,0.109176748303334,0.306875184420183,0.0295072292711714,0.00885216878135143,0.0577145055790689,0.0769526741054252,0.0961908426317815,0.0192381685263563,0,0.047192071731949,0.0943841434638981,0.110114834041214,0,0.0157306905773163
"Mexico","Guadalajara",2014,11,38348,0.0339000730155419,0.0651924481068113,0.250339000730155,0.0260769792427245,0.00260769792427245,0.0289519397799653,0.0289519397799653,0.106157112526539,0.0289519397799653,0,0.015547263681592,0.15547263681592,0.0932835820895522,0.0621890547263682,0
"Mexico","Guadalajara",2014,12,38297,0.036556388228843,0.0652792646943625,0.227171841136381,0.0182781941144215,0.010444682351098,0.0391581008321096,0.0978952520802741,0.107684777288302,0.0391581008321096,0,0.0475059382422803,0.0950118764845606,0.142517814726841,0.0316706254948535,0.0316706254948535
"Mexico","Guadalajara",2015,1,40218,0.0547018747824357,0.0969715052961361,0.261077129643443,0.0149186931224825,0,0.0561219717519409,0.130951267421195,0.121597605462539,0.0280609858759704,0,0.0606152447340506,0.136384300651614,0.0909228671010759,0.0303076223670253,0
"Mexico","Guadalajara",2015,2,40009,0.0649853782898848,0.0724836911694869,0.232447699267665,0.0199955010122722,0.00499887525306806,0.0469836496899079,0.0563803796278895,0.122157489193761,0.00939672993798158,0.00939672993798158,0.107000917150718,0.107000917150718,0.030571690614491,0.0458575359217365,0
"Mexico","Guadalajara",2015,3,42093,0.0451381464851638,0.0950276768108712,0.263701803150168,0.0237569192027178,0.00237569192027178,0.0451263537906137,0.0992779783393502,0.171480144404332,0.0180505415162455,0,0.0748502994011976,0.134730538922156,0.0748502994011976,0.0449101796407186,0
"Mexico","Guadalajara",2015,4,42589,0.035220362065322,0.169057737913546,0.227758341355749,0.0187841931015051,0,0.0265604249667995,0.283311199645861,0.115095174856131,0.0265604249667995,0,0.0734753857457752,0.382072005878031,0.102865540044085,0.0440852314474651,0
"Mexico","Guadalajara",2015,5,42429,0.044780692450918,0.108416413302223,0.22390346225459,0.0188550284003865,0,0.0257157551860106,0.111434939139379,0.0857191839533688,0.0342876735813475,0,0.057711729909104,0.173135189727312,0.086567594863656,0.014427932477276,0
"Mexico","Guadalajara",2015,6,42539,0.0611203836479466,0.166905663038623,0.27504172641576,0.0282094078375138,0.00470156797291897,0.0170227253383267,0.195761341390757,0.110647714699123,0.0425568133458167,0,0.0578368999421631,0.274725274725275,0.130133024869867,0,0
"Mexico","Guadalajara",2015,7,43610,0.0619124054116028,0.0802568218298555,0.256821829855538,0.0343957807842238,0.00687915615684476,0.0414490591063583,0.0580286827489016,0.107767553676532,0.024869435463815,0.00828981182127166,0.0978200111794298,0.0838457238680827,0.0978200111794298,0.0558971492453885,0
"Mexico","Guadalajara",2015,8,42562,0.0704854095202293,0.143320332691133,0.296038719984963,0.030543677458766,0,0.0344589937973811,0.172294968986906,0.111991729841489,0.0344589937973811,0,0.0852151682999574,0.326658145149837,0.0994176963499503,0.0284050560999858,0
"Mexico","Guadalajara",2015,9,41903,0.0453428155501993,0.109777342911009,0.252965181490585,0.0214781757869365,0.00238646397632628,0.0347705146036161,0.104311543810848,0.121696801112656,0.0173852573018081,0,0.057191878753217,0.20017157563626,0.114383757506434,0.0428939090649128,0
"Mexico","Guadalajara",2015,10,42866,0.0303270657397471,0.0583212802687445,0.258946484393225,0.020995660896748,0.00933140484299911,0.0172950536146662,0.0432376340366655,0.0951227948806641,0.0605326876513317,0.0086475268073331,0.014265335235378,0.0570613409415121,0.114122681883024,0,0.014265335235378
"Mexico","Guadalajara",2015,11,41749,0.0407195381925316,0.0455100720975353,0.251503030012695,0.0143716017150111,0.00479053390500371,0.0178858880343409,0.0626006081201932,0.116258272223216,0.0178858880343409,0,0.0738225306363502,0.0442935183818101,0.0885870367636203,0.0295290122545401,0.0295290122545401
"Mexico","Guadalajara",2015,12,41633,0.0384310522902505,0.0792640453486417,0.192155261451253,0.0264213484495472,0.00240194076814066,0.0268456375838926,0.125279642058166,0.0715883668903803,0.0357941834451902,0,0.0306654400490647,0.0766636001226618,0.122661760196259,0,0
"Mexico","Guadalajara",2016,1,42711,0.053850296176629,0.0608742478518414,0.295005970358924,0.0280958067008499,0.00234131722507082,0.0351185250219491,0.0526777875329236,0.105355575065847,0.0351185250219491,0,0.0581057524694945,0.0435793143521209,0.203370133643231,0,0
"Mexico","Guadalajara",2016,2,43172,0.0416936903548596,0.0671731677939405,0.222366348559251,0.0185305290466043,0.00231631613082553,0.035056967572305,0.0525854513584575,0.0788781770376862,0.0175284837861525,0,0.0568504832291074,0.113700966458215,0.170551449687322,0.0426378624218306,0.0142126208072769
"Mexico","Guadalajara",2016,3,43929,0.0364224088870678,0.0637392155523686,0.22308725443329,0.0159348038880921,0,0.0171895143962183,0.0687580575848732,0.10313708637731,0.00859475719810915,0,0.111126545353521,0.0277816363383803,0.0972357271843312,0.0277816363383803,0
"Mexico","Guadalajara",2016,4,44877,0.0378813200525882,0.062392762439557,0.21168972970564,0.0222831294426989,0.00668493883280968,0.0341122292341805,0.102336687702541,0.076752515776906,0.0255841719256353,0.00852805730854511,0.0140964195094446,0.0422892585283338,0.0986749365661122,0.0422892585283338,0.0140964195094446
"Mexico","Guadalajara",2016,5,46224,0.04110418830045,0.0605745932848737,0.237971616476289,0.0346140533056421,0.00432675666320526,0.0245941957697983,0.0327922610263978,0.0573864567961961,0.0245941957697983,0.00819806525659944,0.0406779661016949,0.0677966101694915,0.0813559322033898,0.0542372881355932,0.0135593220338983
"Mexico","Guadalajara",2016,6,45963,0.0348106085329504,0.0739725431325196,0.271957879163675,0.0130539781998564,0.0130539781998564,0.00832085205525046,0.0665668164420037,0.116491928773506,0.0166417041105009,0.0166417041105009,0.0140627197299958,0.0421881591899873,0.126564477569962,0,0.0281254394599916
"Mexico","Guadalajara",2016,7,46381,0.0344968845001186,0.073305879562752,0.280287186563463,0.0129363316875445,0.00646816584377223,0.0332723340542339,0.0582265845949093,0.124771252703377,0.00831808351355848,0.00831808351355848,0.0140390284992279,0.0701951424961393,0.112312227993823,0.0280780569984557,0
"Mexico","Guadalajara",2016,8,47985,0.0687714910909659,0.0687714910909659,0.266750026049807,0.016671876628113,0.00833593831405648,0.0723938223938224,0.0643500643500644,0.0965250965250965,0.0160875160875161,0.0241312741312741,0.0531702778147016,0.0930479861757278,0.0797554167220524,0.0531702778147016,0
"Mexico","Guadalajara",2016,9,46868,0.0277374754630025,0.0768114705129299,0.26457284287787,0.0149355637108475,0.00853460783476999,0.0488917861799218,0.122229465449804,0.138526727509778,0.00814863102998696,0,0.0136724090784796,0.0546896363139185,0.0820344544708778,0.0410172272354389,0.0136724090784796
"Mexico","Guadalajara",2016,10,44473,0.0359768848514829,0.0404739954579183,0.263080970476469,0.00674566590965305,0,0.0165111863287377,0.0495335589862132,0.0908115248080575,0.0165111863287377,0,0.0559440559440559,0.027972027972028,0.0979020979020979,0.013986013986014,0
"Mexico","Guadalajara",2016,11,45283,0.0485833535763973,0.0441666850694521,0.273833447430603,0.0132500055208356,0.00220833425347261,0.0329136838640665,0.0493705257960997,0.123426314490249,0.00822842096601662,0.00822842096601662,0.0841514726507714,0.0420757363253857,0.154277699859748,0.0280504908835905,0
"Mexico","Guadalajara",2016,12,42676,0.0304620864185959,0.0421782735026713,0.229637266847877,0.00468647483363014,0.00234323741681507,0.0173611111111111,0.0607638888888889,0.121527777777778,0,0,0.0302526092875511,0,0.0756315232188776,0,0
"Mexico","Guadalajara",2017,1,45265,0.0729040097205346,0.0574395228101182,0.258477852645532,0.0154644869104164,0.00662763724732133,0.0490115994118608,0.040842999509884,0.130697598431629,0.0326743996079072,0.0245057997059304,0.0854335753951303,0.0427167876975651,0.0711946461626086,0.0142389292325217,0
"Mexico","Guadalajara",2017,2,43689,0.0434892078097462,0.0434892078097462,0.281535397926251,0.0114445283709858,0,0,0.0425133917183913,0.161550888529887,0.0255080350310348,0,0.0302938503483793,0.0151469251741896,0.106028476219327,0.0151469251741896,0
"Mexico","Guadalajara",2017,3,42843,0.0420138645753099,0.0676890040379992,0.305767569964755,0.0163387251126205,0.0116705179375861,0.0173580975525082,0.0260371463287624,0.182260024301337,0.00867904877625412,0.00867904877625412,0.0464756003098373,0.10844306738962,0.10844306738962,0.0309837335398916,0.0154918667699458
"Mexico","Guadalajara",2017,4,43070,0.0487578360807987,0.0464360343626654,0.243789180403993,0.0116090085906664,0.00696540515439982,0.0261597488664109,0.0348796651552145,0.0959190791768399,0,0,0.0321543408360129,0.0321543408360129,0.0964630225080386,0,0
"Mexico","Guadalajara",2017,5,44243,0.0678073367538368,0.0768483149876817,0.219243722170739,0.0158217119092286,0.0090409782338449,0.0249625561657514,0.0416042602762523,0.141454484939258,0.0166417041105009,0,0.0310655483069276,0.0931966449207828,0.0931966449207828,0,0.0155327741534638
"Mexico","Guadalajara",2017,6,42370,0.0708048147274015,0.108567382582016,0.264337974982299,0.0141609629454803,0.00708048147274015,0.0173913043478261,0.0260869565217391,0.182608695652174,0,0.0173913043478261,0.0983767830791933,0.0983767830791933,0.0655845220527955,0,0
"Mexico","Guadalajara",2017,7,43473,0.073608906677708,0.0713086283440296,0.243829503369908,0.0207025050031054,0.00460055666735675,0.0513522766175967,0.0513522766175967,0.102704553235193,0.0256761383087984,0.00855871276959945,0.097323600973236,0.08110300081103,0.178426601784266,0.016220600162206,0
"Mexico","Guadalajara",2017,8,43280,0.0970425138632163,0.0762476894639556,0.212569316081331,0.0231053604436229,0.00924214417744917,0.0345542501727713,0.0604699378023497,0.0863856254319281,0,0,0.116201859229748,0.049800796812749,0.099601593625498,0.0166002656042497,0
"Mexico","Guadalajara",2017,9,47033,0.0425233346799056,0.0616588352858631,0.178598005655604,0.0127570004039717,0.00637850020198584,0.0159286396941701,0.0159286396941701,0.127429117553361,0.00796431984708506,0,0.0601142170123234,0.105199879771566,0.0450856627592426,0,0.0300571085061617
"Mexico","Guadalajara",2017,10,44544,0.0628591954022989,0.0830639367816092,0.217762212643678,0.0224497126436782,0.00448994252873563,0.0503820639852213,0.092367117306239,0.109161138634646,0.0251910319926106,0.00839701066420354,0.0329218106995885,0.164609053497942,0.0329218106995885,0.0329218106995885,0
"Mexico","Guadalajara",2017,11,43443,0.0598485371636397,0.0713578712335704,0.234790415026587,0.016113067697903,0.00460373362797229,0.0086333419666753,0.0604333937667271,0.129500129500129,0.0172666839333506,0,0.119719514280828,0.0684111510176159,0.153925089789636,0.017102787754404,0
"Mexico","Guadalajara",2017,12,42481,0.0376638968009228,0.0564958452013841,0.153009580753749,0.00470798710011535,0.00941597420023069,0.00879816998064403,0.0615871898645082,0.123174379729016,0,0.00879816998064403,0.0544267053701016,0.0181422351233672,0.108853410740203,0,0
"Mexico","Guadalajara",2018,1,44381,0.0811157927942137,0.0811157927942137,0.234334512516617,0.0270385975980712,0.0180257317320475,0.0338610005925675,0.0338610005925675,0.118513502073986,0.0169305002962838,0.0169305002962838,0.0345184673800483,0.0862961684501208,0.103555402140145,0.0172592336900242,0.0172592336900242
"Mexico","Guadalajara",2018,2,43892,0.0706279048573772,0.0592363072997357,0.209605395060603,0.0136699170691698,0.00683495853458489,0.0169333672000677,0.0338667344001355,0.101600203200406,0.0169333672000677,0,0.0360620266858998,0.0540930400288496,0.126217093400649,0.0180310133429499,0
"Mexico","Guadalajara",2018,3,45461,0.0461934405314445,0.0703900046193441,0.213369701502387,0.017597501154836,0.0065990629330635,0.0248015873015873,0.0661375661375661,0.0744047619047619,0.0248015873015873,0,0.0173190162798753,0.103914097679252,0.103914097679252,0,0
"Mexico","Guadalajara",2018,4,47347,0.057025788328722,0.0675861195007075,0.217542822142902,0.0232327285783682,0.0105603311719856,0.0160166573236166,0.056058300632658,0.128133258588932,0.0240249859854248,0,0.0681663258350375,0.0340831629175187,0.119291070211316,0.0170415814587594,0
"Mexico","Guadalajara",2018,5,48199,0.0643166870681964,0.0892134691591112,0.211622647772775,0.0165978547272765,0.0186725865681861,0.0314935831824266,0.0629871663648532,0.1181009369341,0.0236201873868199,0.00787339579560664,0.0167588402882521,0.0502765208647562,0.0837942014412603,0,0
"Mexico","Guadalajara",2018,6,48958,0.0694472813431921,0.102128354916459,0.157277666571347,0.022468238081621,0.0122554025899751,0.0383877159309021,0.0460652591170825,0.053742802303263,0.0230326295585413,0.0153550863723608,0.0682943486426498,0.102441522963975,0.0682943486426498,0.0341471743213249,0.0170735871606625
"Mexico","Guadalajara",2018,7,49134,0.0915862742703627,0.0712337688769488,0.195384051776774,0.0122115032360484,0.0162820043147311,0.0078125,0.0625,0.0859375,0.0078125,0.0078125,0.11844331641286,0.0846023688663283,0.0676818950930626,0,0.0169204737732657
"Mexico","Guadalajara",2018,8,47942,0.085520003337366,0.0834341495974302,0.208585373993576,0.0229443911392933,0.00625756121980727,0.0240461686437961,0.0721385059313883,0.0801538954793203,0.0320615581917281,0,0.126330987186428,0.108283703302653,0.144378271070204,0.0180472838837755,0
"Mexico","Guadalajara",2018,9,48625,0.0802056555269923,0.0719794344473008,0.183033419023136,0.0205655526992288,0.016452442159383,0.0394632991318074,0.0394632991318074,0.0631412786108919,0.0236779794790845,0.015785319652723,0.0359582883854729,0.0359582883854729,0.0539374325782093,0.0179791441927364,0.0179791441927364
"Mexico","Guadalajara",2018,10,49363,0.0567226465166218,0.0790065433624375,0.210684115633167,0.00607742641249519,0.0141806616291554,0.00786163522012579,0.0550314465408805,0.0707547169811321,0,0,0.0179629962277708,0.0359259924555416,0.143703969822166,0,0.0179629962277708
"Mexico","Guadalajara",2018,11,48121,0.0519523700671225,0.081045697304711,0.184950437438956,0.0166247584214792,0.00831237921073959,0.00801667468334135,0.0641333974667308,0.0962000962000962,0.0240500240500241,0,0.0190876121397213,0.0763504485588853,0.114525672838328,0,0
"Mexico","Guadalajara",2018,12,48451,0.0515985222183237,0.0887494582155167,0.165115271098636,0.0123836453323977,0.0144475862211306,0.0318852132323635,0.0876843363889996,0.0876843363889996,0.0159426066161817,0,0,0.077639751552795,0.0582298136645963,0,0.0388198757763975
"Mexico","Guadalajara",2019,1,51982,0.0904159132007233,0.119272055711592,0.19622176907391,0.0365511138471009,0.0230849140086953,0.0368351259761308,0.0663032267570355,0.088404302342714,0.0368351259761308,0.0221010755856785,0.125515510130895,0.143446297292451,0.0537923614846692,0.0179307871615564,0.0179307871615564
"Mexico","Guadalajara",2019,2,48807,0.0778576843485566,0.0942487757903579,0.243817485196796,0.012293318581351,0.0143422050115762,0.0400608925566862,0.0640974280906979,0.14421921320407,0,0.0160243570226745,0.0398724082934609,0.0398724082934609,0.239234449760766,0,0.0199362041467305
"Mexico","Guadalajara",2019,3,50075,0.115826260609086,0.0978532201697454,0.205691462805791,0.0239640539191213,0.0199700449326011,0.0788954635108481,0.0394477317554241,0.0788954635108481,0,0,0.138257949832115,0.0790045427612088,0.098755678451511,0,0.0197511356903022
"Mexico","Guadalajara",2019,4,51019,0.064681785217272,0.10780297536212,0.21560595072424,0.0156804327799447,0.0117603245849585,0.0625586487331874,0.0703784798248358,0.172036284016265,0.0234594932749453,0,0.0388726919339164,0.0777453838678328,0.155490767735666,0,0
"Mexico","Guadalajara",2019,5,50749,0.124140377150289,0.118228930619323,0.159609056336085,0.0216753039468758,0.0197048217698871,0.0392772977219167,0.0706991358994501,0.0785545954438335,0.02356637863315,0.0157109190887667,0.0809225166902691,0.0809225166902691,0.0606918875177018,0.0404612583451345,0.0202306291725673
"Mexico","Guadalajara",2019,6,50815,0.116107448588015,0.122011217160287,0.159401751451343,0.0295188428613598,0.0275509200039358,0.0478201960628039,0.0398501633856699,0.11955049015701,0,0.00797003267713398,0.0833680700291788,0.0416840350145894,0.208420175072947,0.0416840350145894,0.0416840350145894
"Mexico","Guadalajara",2019,7,52026,0.105716372582939,0.128781762964672,0.144158689885826,0.0345980855725983,0.0153769269211548,0.0554587228648392,0.0633813975598162,0.0950720963397243,0.0316906987799081,0.00792267469497702,0.106202209005947,0.148683092608326,0.106202209005947,0.0424808836023789,0
"Mexico","Guadalajara",2019,8,51708,0.094762899357933,0.127639823624971,0.141177380676104,0.029009050823857,0.0232072406590856,0.0160745860794085,0.0562610512779296,0.120559395595563,0,0.0160745860794085,0.148588410104012,0.0849076629165782,0.0424538314582891,0,0
"Mexico","Guadalajara",2019,9,51473,0.0815961766362948,0.0990810716297865,0.118508732733666,0.0271987255454316,0.0155421288831038,0,0.0323755564548766,0.0323755564548766,0.0161877782274383,0.00809388911371914,0.0888494002665482,0.0444247001332741,0.022212350066637,0,0
"Mexico","Guadalajara",2019,10,52658,0.0987504272855027,0.13673136085685,0.159519920999658,0.0208895134642409,0.0341828402142125,0.0725280038681602,0.0886453380610847,0.0805866709646225,0.0241760012893867,0.0161173341929245,0.0668747213553277,0.0668747213553277,0.156041016495765,0.0222915737851092,0.0668747213553277
"Mexico","Guadalajara",2019,11,52774,0.0909538788039565,0.11748209345511,0.12506158335544,0.0246333421760715,0.013264107325577,0.0081712698153293,0.0408563490766465,0.0898839679686223,0.0081712698153293,0.0163425396306586,0.0686813186813187,0.0457875457875458,0,0,0
"Mexico","Guadalajara",2019,12,52065,0.0845097474310957,0.144050705848459,0.0787477191971574,0.0326514933256506,0.0326514933256506,0.0251214201976218,0.0753642605928655,0.00837380673254061,0.00837380673254061,0.0167476134650812,0.0241779497098646,0.0483558994197292,0.0725338491295938,0.0241779497098646,0
"Mexico","Guadalajara",2020,1,53315,0.112538685173028,0.155678514489356,0.110663040420144,0.0337616055519085,0.0262590265403733,0.0249521749979206,0.0914913083257091,0.0499043499958413,0.0249521749979206,0.0166347833319471,0.0246913580246914,0.123456790123457,0.123456790123457,0,0
"Mexico","Guadalajara",2020,2,52343,0.101255182163804,0.10316565729897,0.0859713810824752,0.0248361767571595,0.0286571270274917,0.0439483167794673,0.0878966335589347,0.0527379801353608,0.00878966335589347,0.00878966335589347,0.0785545954438335,0.104739460591778,0,0,0.0261848651479445
"Mexico","Guadalajara",2020,3,55403,0.0812230384636211,0.198545205133296,0.0974676461563453,0.0252693897442377,0.0342941717957511,0.0166057788110262,0.0249086682165394,0.0830288940551312,0,0,0.0465874679711158,0.279524807826695,0.0232937339855579,0.0232937339855579,0.0465874679711158
"Mexico","Guadalajara",2020,4,56844,0.036943213004011,0.232214481739498,0.0774048272464992,0.022869608050102,0.0334248117655337,0.0165864985901476,0.0912257422458119,0.0497594957704429,0.0331729971802952,0.00829324929507381,0.0233808744447042,0.0935234977788169,0.0701426233341127,0.0233808744447042,0.0233808744447042
"Mexico","Guadalajara",2020,5,55734,0.0430616858650016,0.245810456812718,0.0699752395306276,0.0251193167545843,0.0233250798435425,0.00870776732845698,0.130616509926855,0.026123301985371,0,0.00870776732845698,0.0258131130614352,0.129065565307176,0.0258131130614352,0.0516262261228704,0
"Mexico","Guadalajara",2020,6,55294,0.0868086953376497,0.197128078995913,0.0994682967410569,0.0307447462654176,0.0217021738344124,0.00893335715561908,0.0804002144005717,0.0446667857780954,0,0.00893335715561908,0.124875124875125,0.0999000999000999,0.0749250749250749,0,0.04995004995005
"Mexico","Guadalajara",2020,7,54234,0.0792860567171885,0.197293210900911,0.121694877751964,0.0442526828188959,0.0276579267618099,0.00916170407695831,0.1099404489235,0.0458085203847916,0,0.00916170407695831,0,0.083986562150056,0.0559910414333707,0,0.0559910414333707
"Mexico","Guadalajara",2020,8,53683,0.113630013225788,0.236573961961887,0.113630013225788,0.0316673807350558,0.0186278710206211,0.018737118231216,0.149896945849728,0.0655799138092561,0.0374742364624321,0,0.0288683602771363,0.144341801385681,0,0,0
"Mexico","Guadalajara",2020,9,53071,0.0942134122213638,0.182774019709446,0.0810235345103729,0.0320325601552637,0.0263797554219819,0.0095084149472283,0.0665589046305981,0.0190168298944566,0.0095084149472283,0.0190168298944566,0,0.151607034566404,0,0.0303214069132808,0
"Mexico","Guadalajara",2020,10,53023,0.0829828564962375,0.160307790958641,0.0942987005639062,0.0282896101691719,0.0264036361578937,0.0193535900909619,0.10644474550029,0.0193535900909619,0.0193535900909619,0.00967679504548094,0.0615006150061501,0.0922509225092251,0.030750307503075,0,0
"Mexico","Guadalajara",2020,11,52816,0.0719478945774008,0.151469251741896,0.0852014541048167,0.0189336564677371,0.0227203877612845,0.0293973542381186,0.0881920627143557,0.0293973542381186,0.0195982361587457,0.00979911807937286,0.0317057704502219,0.15852885225111,0,0,0
"Mexico","Guadalajara",2020,12,50200,0.0697211155378486,0.149402390438247,0.0756972111553785,0.0278884462151394,0.0219123505976096,0.0311850311850312,0.0623700623700624,0.0311850311850312,0.0103950103950104,0.0103950103950104,0,0.130505709624796,0.065252854812398,0.032626427406199,0
"Mexico","Guadalajara",2021,1,52113,0.0997831635100647,0.212998675954176,0.0786751866137048,0.0326214188398288,0.0134323489340472,0.049820645675568,0.0996412913511359,0.0398565165404544,0.00996412913511359,0,0.0299490865528601,0.179694519317161,0,0.0598981731057203,0
"Mexico","Guadalajara",2021,2,50760,0.100472813238771,0.14381402679275,0.102442868400315,0.0216706067769898,0.0315208825847124,0,0.0928217821782178,0.0618811881188119,0.0206270627062706,0,0.0318979266347687,0.0956937799043062,0.0637958532695375,0,0.0637958532695375
"Mexico","Guadalajara",2021,3,51269,0.0780198560533656,0.157990208508065,0.0877723380600363,0.0292574460200121,0.0234059568160097,0,0.0415066929542389,0.0415066929542389,0,0.0207533464771194,0.0318775900541919,0.15938795027096,0.0956327701625757,0.0637551801083838,0.0318775900541919
"Mexico","Guadalajara",2021,4,48820,0.0819336337566571,0.163867267513314,0.0962720196640721,0.0225317492830807,0.0204834084391643,0.0428311382374987,0.128493414712496,0.0428311382374987,0,0,0.0326797385620915,0.0980392156862745,0.0980392156862745,0,0
